JAWA BARAT,208800.000000,1999
JAWA TENGAH,153000.000000,1999
DI YOGYAKARTA,130000.000000,1999
JAWA TIMUR,170500.000000,1999
BANTEN,208800.000000,1999
BALI,187000.000000,1999
NUSA TENGGARA BARAT,145000.000000,1999
NUSA TENGGARA TIMUR,143000.000000,1999
KALIMANTAN BARAT,175000.000000,1999
KALIMANTAN TENGAH,195000.000000,1999
KALIMANTAN SELATAN,166000.000000,1999
KALIMANTAN TIMUR,194000.000000,1999
SULAWESI UTARA,155000.000000,1999
SULAWESI TENGAH,150000.000000,1999
SULAWESI SELATAN,148000.000000,1999
SULAWESI TENGGARA,160000.000000,1999
GORONTALO,155000.000000,1999
MALUKU,180000.000000,1999
MALUKU UTARA,180000.000000,1999
PAPUA,225000.000000,1999
INDONESIA,175400.000000,1999
ACEH,265000.000000,2000
SUMATERA UTARA,254000.000000,2000
SUMATERA BARAT,200000.000000,2000
RIAU,250700.000000,2000
JAMBI,173000.000000,2000
SUMATERA SELATAN,190000.000000,2000
BENGKULU,173000.000000,2000
LAMPUNG,192000.000000,2000
KEP. BANGKA BELITUNG,190000.000000,2000
KEP. RIAU,300000.000000,2000
DKI JAKARTA,286000.000000,2000
JAWA BARAT,230000.000000,2000
JAWA TENGAH,185000.000000,2000
DI YOGYAKARTA,194500.000000,2000
JAWA TIMUR,214500.000000,2000
BANTEN,230000.000000,2000
BALI,214000.000000,2000
NUSA TENGGARA BARAT,180000.000000,2000
NUSA TENGGARA TIMUR,184000.000000,2000
KALIMANTAN BARAT,228000.000000,2000
KALIMANTAN TENGAH,285000.000000,2000
KALIMANTAN SELATAN,200000.000000,2000
KALIMANTAN TIMUR,233000.000000,2000
SULAWESI UTARA,186000.000000,2000
SULAWESI TENGAH,203000.000000,2000
SULAWESI SELATAN,200000.000000,2000
SULAWESI TENGGARA,210000.000000,2000
GORONTALO,186000.000000,2000
MALUKU,180000.000000,2000
MALUKU UTARA,180000.000000,2000
PAPUA,315000.000000,2000
INDONESIA,216500.000000,2000
ACEH,300000.000000,2001
SUMATERA UTARA,340500.000000,2001
SUMATERA BARAT,250000.000000,2001
RIAU,329000.000000,2001
JAMBI,245000.000000,2001
SUMATERA SELATAN,255000.000000,2001
BENGKULU,240000.000000,2001
LAMPUNG,240000.000000,2001
KEP. BANGKA BELITUNG,255000.000000,2001
KEP. RIAU,421500.000000,2001
DKI JAKARTA,426300.000000,2001
JAWA BARAT,245000.000000,2001
JAWA TENGAH,245000.000000,2001
DI YOGYAKARTA,237500.000000,2001
JAWA TIMUR,220000.000000,2001
BANTEN,245000.000000,2001
BALI,309800.000000,2001
NUSA TENGGARA BARAT,240000.000000,2001
NUSA TENGGARA TIMUR,275000.000000,2001
KALIMANTAN BARAT,304500.000000,2001
KALIMANTAN TENGAH,362000.000000,2001
KALIMANTAN SELATAN,295000.000000,2001
KALIMANTAN TIMUR,300000.000000,2001
SULAWESI UTARA,372000.000000,2001
SULAWESI TENGAH,245000.000000,2001
SULAWESI SELATAN,300000.000000,2001
SULAWESI TENGGARA,275000.000000,2001
GORONTALO,372000.000000,2001
MALUKU,230000.000000,2001
MALUKU UTARA,230000.000000,2001
PAPUA,400000.000000,2001
INDONESIA,290500.000000,2001
ACEH,330000.000000,2002
SUMATERA UTARA,464000.000000,2002
SUMATERA BARAT,385000.000000,2002
RIAU,394000.000000,2002
JAMBI,304000.000000,2002
SUMATERA SELATAN,331500.000000,2002
BENGKULU,295000.000000,2002
LAMPUNG,310000.000000,2002
KEP. BANGKA BELITUNG,345000.000000,2002
KEP. RIAU,421500.000000,2002
DKI JAKARTA,591300.000000,2002
JAWA BARAT,280800.000000,2002
JAWA TENGAH,314500.000000,2002
DI YOGYAKARTA,321800.000000,2002
JAWA TIMUR,245000.000000,2002
BANTEN,360000.000000,2002
BALI,341000.000000,2002
NUSA TENGGARA BARAT,320000.000000,2002
NUSA TENGGARA TIMUR,330000.000000,2002
KALIMANTAN BARAT,380000.000000,2002
KALIMANTAN TENGAH,362000.000000,2002
KALIMANTAN SELATAN,377500.000000,2002
KALIMANTAN TIMUR,500000.000000,2002
SULAWESI UTARA,438000.000000,2002
SULAWESI TENGAH,350000.000000,2002
SULAWESI SELATAN,375000.000000,2002
SULAWESI TENGGARA,325000.000000,2002
GORONTALO,375000.000000,2002
MALUKU,285000.000000,2002
MALUKU UTARA,322000.000000,2002
PAPUA,530000.000000,2002
INDONESIA,362700.000000,2002
ACEH,425000.000000,2003
SUMATERA UTARA,505000.000000,2003
SUMATERA BARAT,435000.000000,2003
RIAU,437500.000000,2003
JAMBI,390000.000000,2003
SUMATERA SELATAN,403500.000000,2003
BENGKULU,330000.000000,2003
LAMPUNG,350000.000000,2003
KEP. BANGKA BELITUNG,379500.000000,2003
KEP. RIAU,421500.000000,2003
DKI JAKARTA,631600.000000,2003
JAWA BARAT,320000.000000,2003
JAWA TENGAH,340400.000000,2003
DI YOGYAKARTA,360000.000000,2003
JAWA TIMUR,274000.000000,2003
BANTEN,475000.000000,2003
BALI,410000.000000,2003
NUSA TENGGARA BARAT,375000.000000,2003
NUSA TENGGARA TIMUR,350000.000000,2003
KALIMANTAN BARAT,400000.000000,2003
KALIMANTAN TENGAH,425000.000000,2003
KALIMANTAN SELATAN,425000.000000,2003
KALIMANTAN TIMUR,540000.000000,2003
SULAWESI UTARA,495000.000000,2003
SULAWESI TENGAH,410000.000000,2003
SULAWESI SELATAN,415000.000000,2003
SULAWESI TENGGARA,390000.000000,2003
GORONTALO,410000.000000,2003
MALUKU,370000.000000,2003
MALUKU UTARA,370000.000000,2003
PAPUA,600000.000000,2003
INDONESIA,414700.000000,2003
ACEH,550000.000000,2004
SUMATERA UTARA,537000.000000,2004
SUMATERA BARAT,480000.000000,2004
RIAU,476900.000000,2004
JAMBI,425000.000000,2004
SUMATERA SELATAN,460000.000000,2004
BENGKULU,363000.000000,2004
LAMPUNG,377500.000000,2004
KEP. BANGKA BELITUNG,447900.000000,2004
KEP. RIAU,421500.000000,2004
DKI JAKARTA,671600.000000,2004
JAWA BARAT,366500.000000,2004
JAWA TENGAH,365000.000000,2004
DI YOGYAKARTA,365000.000000,2004
JAWA TIMUR,310000.000000,2004
BANTEN,515000.000000,2004
BALI,425000.000000,2004
NUSA TENGGARA BARAT,412500.000000,2004
NUSA TENGGARA TIMUR,400000.000000,2004
KALIMANTAN BARAT,420000.000000,2004
KALIMANTAN TENGAH,482300.000000,2004
KALIMANTAN SELATAN,482200.000000,2004
KALIMANTAN TIMUR,572700.000000,2004
SULAWESI UTARA,545000.000000,2004
SULAWESI TENGAH,450000.000000,2004
SULAWESI SELATAN,455000.000000,2004
SULAWESI TENGGARA,470000.000000,2004
GORONTALO,430000.000000,2004
MALUKU,450000.000000,2004
MALUKU UTARA,400000.000000,2004
PAPUA,650000.000000,2004
INDONESIA,458500.000000,2004
ACEH,620000.000000,2005
SUMATERA UTARA,600000.000000,2005
SUMATERA BARAT,540000.000000,2005
RIAU,551500.000000,2005
JAMBI,485000.000000,2005
SUMATERA SELATAN,503700.000000,2005
BENGKULU,430000.000000,2005
LAMPUNG,405000.000000,2005
KEP. BANGKA BELITUNG,560000.000000,2005
KEP. RIAU,557000.000000,2005
DKI JAKARTA,711843.000000,2005
JAWA BARAT,408260.000000,2005
JAWA TENGAH,390000.000000,2005
DI YOGYAKARTA,400000.000000,2005
JAWA TIMUR,340000.000000,2005
BANTEN,585000.000000,2005
BALI,447500.000000,2005
NUSA TENGGARA BARAT,475000.000000,2005
NUSA TENGGARA TIMUR,450000.000000,2005
KALIMANTAN BARAT,445200.000000,2005
KALIMANTAN TENGAH,523698.000000,2005
KALIMANTAN SELATAN,536300.000000,2005
KALIMANTAN TIMUR,600000.000000,2005
SULAWESI UTARA,600000.000000,2005
SULAWESI TENGAH,490000.000000,2005
SULAWESI SELATAN,510000.000000,2005
SULAWESI TENGGARA,498600.000000,2005
GORONTALO,435000.000000,2005
MALUKU,500000.000000,2005
MALUKU UTARA,440000.000000,2005
PAPUA,700000.000000,2005
INDONESIA,507697.000000,2005
ACEH,820000.000000,2006
SUMATERA UTARA,737794.000000,2006
SUMATERA BARAT,650000.000000,2006
RIAU,637000.000000,2006
JAMBI,563000.000000,2006
SUMATERA SELATAN,604000.000000,2006
BENGKULU,516000.000000,2006
LAMPUNG,505000.000000,2006
KEP. BANGKA BELITUNG,640000.000000,2006
KEP. RIAU,760000.000000,2006
DKI JAKARTA,819100.000000,2006
JAWA BARAT,447654.000000,2006
JAWA TENGAH,450000.000000,2006
DI YOGYAKARTA,460000.000000,2006
JAWA TIMUR,390000.000000,2006
BANTEN,661613.000000,2006
BALI,510000.000000,2006
NUSA TENGGARA BARAT,550000.000000,2006
NUSA TENGGARA TIMUR,550000.000000,2006
KALIMANTAN BARAT,512000.000000,2006
KALIMANTAN TENGAH,634260.000000,2006
KALIMANTAN SELATAN,629000.000000,2006
KALIMANTAN TIMUR,701640.000000,2006
SULAWESI UTARA,713500.000000,2006
SULAWESI TENGAH,575000.000000,2006
SULAWESI SELATAN,612000.000000,2006
SULAWESI TENGGARA,573400.000000,2006
GORONTALO,527000.000000,2006
SULAWESI BARAT,612000.000000,2006
MALUKU,575000.000000,2006
MALUKU UTARA,528000.000000,2006
PAPUA BARAT,822500.000000,2006
PAPUA,822500.000000,2006
INDONESIA,602702.000000,2006
ACEH,850000.000000,2007
SUMATERA UTARA,761000.000000,2007
SUMATERA BARAT,725000.000000,2007
RIAU,710000.000000,2007
JAMBI,658000.000000,2007
SUMATERA SELATAN,662000.000000,2007
BENGKULU,644838.000000,2007
LAMPUNG,555000.000000,2007
KEP. BANGKA BELITUNG,720000.000000,2007
KEP. RIAU,805000.000000,2007
DKI JAKARTA,900560.000000,2007
JAWA BARAT,516840.000000,2007
JAWA TENGAH,500000.000000,2007
DI YOGYAKARTA,500000.000000,2007
JAWA TIMUR,448500.000000,2007
BANTEN,746500.000000,2007
BALI,622000.000000,2007
NUSA TENGGARA BARAT,645000.000000,2007
NUSA TENGGARA TIMUR,600000.000000,2007
KALIMANTAN BARAT,560000.000000,2007
KALIMANTAN TENGAH,665973.000000,2007
KALIMANTAN SELATAN,745000.000000,2007
KALIMANTAN TIMUR,766500.000000,2007
SULAWESI UTARA,750000.000000,2007
SULAWESI TENGAH,615000.000000,2007
SULAWESI SELATAN,673200.000000,2007
SULAWESI TENGGARA,640000.000000,2007
GORONTALO,560000.000000,2007
SULAWESI BARAT,691464.000000,2007
MALUKU,635000.000000,2007
MALUKU UTARA,660000.000000,2007
PAPUA BARAT,987000.000000,2007
PAPUA,987000.000000,2007
INDONESIA,672480.000000,2007
ACEH,1000000.000000,2008
SUMATERA UTARA,822205.000000,2008
SUMATERA BARAT,800000.000000,2008
RIAU,800000.000000,2008
JAMBI,724000.000000,2008
SUMATERA SELATAN,743000.000000,2008
BENGKULU,690000.000000,2008
LAMPUNG,617000.000000,2008
KEP. BANGKA BELITUNG,813000.000000,2008
KEP. RIAU,833000.000000,2008
DKI JAKARTA,972604.000000,2008
JAWA BARAT,568193.000000,2008
JAWA TENGAH,547000.000000,2008
DI YOGYAKARTA,586000.000000,2008
JAWA TIMUR,500000.000000,2008
BANTEN,837000.000000,2008
BALI,682650.000000,2008
NUSA TENGGARA BARAT,730000.000000,2008
NUSA TENGGARA TIMUR,650000.000000,2008
KALIMANTAN BARAT,645000.000000,2008
KALIMANTAN TENGAH,765868.000000,2008
KALIMANTAN SELATAN,825000.000000,2008
KALIMANTAN TIMUR,889654.000000,2008
SULAWESI UTARA,845000.000000,2008
SULAWESI TENGAH,670000.000000,2008
SULAWESI SELATAN,740520.000000,2008
SULAWESI TENGGARA,700000.000000,2008
GORONTALO,600000.000000,2008
SULAWESI BARAT,760500.000000,2008
MALUKU,700000.000000,2008
MALUKU UTARA,700000.000000,2008
PAPUA BARAT,1105500.000000,2008
PAPUA,1105500.000000,2008
INDONESIA,745709.000000,2008
ACEH,1200000.000000,2009
SUMATERA UTARA,905000.000000,2009
SUMATERA BARAT,880000.000000,2009
RIAU,901600.000000,2009
JAMBI,800000.000000,2009
SUMATERA SELATAN,824730.000000,2009
BENGKULU,735000.000000,2009
LAMPUNG,691000.000000,2009
KEP. BANGKA BELITUNG,850000.000000,2009
KEP. RIAU,892000.000000,2009
DKI JAKARTA,1069865.000000,2009
JAWA BARAT,628191.000000,2009
JAWA TENGAH,575000.000000,2009
DI YOGYAKARTA,700000.000000,2009
JAWA TIMUR,570000.000000,2009
BANTEN,917500.000000,2009
BALI,760000.000000,2009
NUSA TENGGARA BARAT,832500.000000,2009
NUSA TENGGARA TIMUR,725000.000000,2009
KALIMANTAN BARAT,705000.000000,2009
KALIMANTAN TENGAH,873089.000000,2009
KALIMANTAN SELATAN,930000.000000,2009
KALIMANTAN TIMUR,955000.000000,2009
SULAWESI UTARA,929500.000000,2009
SULAWESI TENGAH,720000.000000,2009
SULAWESI SELATAN,905000.000000,2009
SULAWESI TENGGARA,770000.000000,2009
GORONTALO,675000.000000,2009
SULAWESI BARAT,909400.000000,2009
MALUKU,775000.000000,2009
MALUKU UTARA,770000.000000,2009
PAPUA BARAT,1180000.000000,2009
PAPUA,1216100.000000,2009
INDONESIA,841530.000000,2009
ACEH,1300000.000000,2010
SUMATERA UTARA,965000.000000,2010
SUMATERA BARAT,940000.000000,2010
RIAU,1016000.000000,2010
JAMBI,900000.000000,2010
SUMATERA SELATAN,927825.000000,2010
BENGKULU,780000.000000,2010
LAMPUNG,767500.000000,2010
KEP. BANGKA BELITUNG,910000.000000,2010
KEP. RIAU,925000.000000,2010
DKI JAKARTA,1118009.000000,2010
JAWA BARAT,671500.000000,2010
JAWA TENGAH,660000.000000,2010
DI YOGYAKARTA,745694.000000,2010
JAWA TIMUR,630000.000000,2010
BANTEN,955300.000000,2010
BALI,829316.000000,2010
NUSA TENGGARA BARAT,890775.000000,2010
NUSA TENGGARA TIMUR,800000.000000,2010
KALIMANTAN BARAT,741000.000000,2010
KALIMANTAN TENGAH,986590.000000,2010
KALIMANTAN SELATAN,1024500.000000,2010
KALIMANTAN TIMUR,1002000.000000,2010
SULAWESI UTARA,1000000.000000,2010
SULAWESI TENGAH,777500.000000,2010
SULAWESI SELATAN,1000000.000000,2010
SULAWESI TENGGARA,860000.000000,2010
GORONTALO,710000.000000,2010
SULAWESI BARAT,944200.000000,2010
MALUKU,840000.000000,2010
MALUKU UTARA,847000.000000,2010
PAPUA BARAT,1210000.000000,2010
PAPUA,1316500.000000,2010
INDONESIA,908824.000000,2010
ACEH,1350000.000000,2011
SUMATERA UTARA,1035500.000000,2011
SUMATERA BARAT,1055000.000000,2011
RIAU,1120000.000000,2011
JAMBI,1028000.000000,2011
SUMATERA SELATAN,1048440.000000,2011
BENGKULU,815000.000000,2011
LAMPUNG,855000.000000,2011
KEP. BANGKA BELITUNG,1024000.000000,2011
KEP. RIAU,975000.000000,2011
DKI JAKARTA,1290000.000000,2011
JAWA BARAT,732000.000000,2011
JAWA TENGAH,675000.000000,2011
DI YOGYAKARTA,808000.000000,2011
JAWA TIMUR,705000.000000,2011
BANTEN,1000000.000000,2011
BALI,890000.000000,2011
NUSA TENGGARA BARAT,950000.000000,2011
NUSA TENGGARA TIMUR,850000.000000,2011
KALIMANTAN BARAT,802500.000000,2011
KALIMANTAN TENGAH,1134580.000000,2011
KALIMANTAN SELATAN,1126000.000000,2011
KALIMANTAN TIMUR,1084000.000000,2011
SULAWESI UTARA,1050000.000000,2011
SULAWESI TENGAH,827500.000000,2011
SULAWESI SELATAN,1100000.000000,2011
SULAWESI TENGGARA,930000.000000,2011
GORONTALO,762500.000000,2011
SULAWESI BARAT,1006000.000000,2011
MALUKU,900000.000000,2011
MALUKU UTARA,889350.000000,2011
PAPUA BARAT,1410000.000000,2011
PAPUA,1403000.000000,2011
INDONESIA,988829.000000,2011
ACEH,1400000.000000,2012
SUMATERA UTARA,1200000.000000,2012
SUMATERA BARAT,1150000.000000,2012
RIAU,1238000.000000,2012
JAMBI,1142500.000000,2012
SUMATERA SELATAN,1195220.000000,2012
BENGKULU,930000.000000,2012
LAMPUNG,975000.000000,2012
KEP. BANGKA BELITUNG,1110000.000000,2012
KEP. RIAU,1015000.000000,2012
DKI JAKARTA,1529150.000000,2012
JAWA BARAT,780000.000000,2012
JAWA TENGAH,765000.000000,2012
DI YOGYAKARTA,892660.000000,2012
JAWA TIMUR,745000.000000,2012
BANTEN,1042000.000000,2012
BALI,967500.000000,2012
NUSA TENGGARA BARAT,1000000.000000,2012
NUSA TENGGARA TIMUR,925000.000000,2012
KALIMANTAN BARAT,900000.000000,2012
KALIMANTAN TENGAH,1327459.000000,2012
KALIMANTAN SELATAN,1225000.000000,2012
KALIMANTAN TIMUR,1177000.000000,2012
SULAWESI UTARA,1250000.000000,2012
SULAWESI TENGAH,885000.000000,2012
SULAWESI SELATAN,1200000.000000,2012
SULAWESI TENGGARA,1032300.000000,2012
GORONTALO,837500.000000,2012
SULAWESI BARAT,1127000.000000,2012
MALUKU,975000.000000,2012
MALUKU UTARA,960498.000000,2012
PAPUA BARAT,1450000.000000,2012
PAPUA,1585000.000000,2012
INDONESIA,1088903.000000,2012
ACEH,1550000.000000,2013
SUMATERA UTARA,1375000.000000,2013
SUMATERA BARAT,1350000.000000,2013
RIAU,1400000.000000,2013
JAMBI,1300000.000000,2013
SUMATERA SELATAN,1630000.000000,2013
BENGKULU,1200000.000000,2013
LAMPUNG,1150000.000000,2013
KEP. BANGKA BELITUNG,1265000.000000,2013
KEP. RIAU,1365087.000000,2013
DKI JAKARTA,2200000.000000,2013
JAWA BARAT,850000.000000,2013
JAWA TENGAH,830000.000000,2013
DI YOGYAKARTA,947114.000000,2013
JAWA TIMUR,866250.000000,2013
BANTEN,1170000.000000,2013
BALI,1181000.000000,2013
NUSA TENGGARA BARAT,1100000.000000,2013
NUSA TENGGARA TIMUR,1010000.000000,2013
KALIMANTAN BARAT,1060000.000000,2013
KALIMANTAN TENGAH,1553127.000000,2013
KALIMANTAN SELATAN,1337500.000000,2013
KALIMANTAN TIMUR,1752073.000000,2013
SULAWESI UTARA,1550000.000000,2013
SULAWESI TENGAH,995000.000000,2013
SULAWESI SELATAN,1440000.000000,2013
SULAWESI TENGGARA,1125207.000000,2013
GORONTALO,1175000.000000,2013
SULAWESI BARAT,1165000.000000,2013
MALUKU,1275000.000000,2013
MALUKU UTARA,1200622.000000,2013
PAPUA BARAT,1720000.000000,2013
PAPUA,1710000.000000,2013
INDONESIA,1296908.000000,2013
ACEH,1750000.000000,2014
SUMATERA UTARA,1505850.000000,2014
SUMATERA BARAT,1490000.000000,2014
RIAU,1700000.000000,2014
JAMBI,1502300.000000,2014
SUMATERA SELATAN,1825000.000000,2014
BENGKULU,1350000.000000,2014
LAMPUNG,1399037.000000,2014
KEP. BANGKA BELITUNG,1640000.000000,2014
KEP. RIAU,1665000.000000,2014
DKI JAKARTA,2441000.000000,2014
JAWA BARAT,1000000.000000,2014
JAWA TENGAH,910000.000000,2014
DI YOGYAKARTA,988500.000000,2014
JAWA TIMUR,1000000.000000,2014
BANTEN,1325000.000000,2014
BALI,1542600.000000,2014
NUSA TENGGARA BARAT,1210000.000000,2014
NUSA TENGGARA TIMUR,1150000.000000,2014
KALIMANTAN BARAT,1380000.000000,2014
KALIMANTAN TENGAH,1723970.000000,2014
KALIMANTAN SELATAN,1620000.000000,2014
KALIMANTAN TIMUR,1886315.000000,2014
SULAWESI UTARA,1900000.000000,2014
SULAWESI TENGAH,1250000.000000,2014
SULAWESI SELATAN,1800000.000000,2014
SULAWESI TENGGARA,1400000.000000,2014
GORONTALO,1325000.000000,2014
SULAWESI BARAT,1400000.000000,2014
MALUKU,1415000.000000,2014
MALUKU UTARA,1440746.000000,2014
PAPUA BARAT,1870000.000000,2014
PAPUA,2040000.000000,2014
INDONESIA,1584391.000000,2014
ACEH,1900000.000000,2015
SUMATERA UTARA,1625000.000000,2015
SUMATERA BARAT,1615000.000000,2015
RIAU,1878000.000000,2015
JAMBI,1710000.000000,2015
SUMATERA SELATAN,1974346.000000,2015
BENGKULU,1500000.000000,2015
LAMPUNG,1581000.000000,2015
KEP. BANGKA BELITUNG,2100000.000000,2015
KEP. RIAU,1954000.000000,2015
DKI JAKARTA,2700000.000000,2015
JAWA BARAT,1000000.000000,2015
JAWA TENGAH,910000.000000,2015
DI YOGYAKARTA,988500.000000,2015
JAWA TIMUR,1000000.000000,2015
BANTEN,1600000.000000,2015
BALI,1621172.000000,2015
NUSA TENGGARA BARAT,1330000.000000,2015
NUSA TENGGARA TIMUR,1250000.000000,2015
KALIMANTAN BARAT,1560000.000000,2015
KALIMANTAN TENGAH,1896367.000000,2015
KALIMANTAN SELATAN,1870000.000000,2015
KALIMANTAN TIMUR,2026126.000000,2015
KALIMANTAN UTARA,2026126.000000,2015
SULAWESI UTARA,2150000.000000,2015
SULAWESI TENGAH,1500000.000000,2015
SULAWESI SELATAN,2000000.000000,2015
SULAWESI TENGGARA,1652000.000000,2015
GORONTALO,1600000.000000,2015
SULAWESI BARAT,1655500.000000,2015
MALUKU,1650000.000000,2015
MALUKU UTARA,1577617.000000,2015
PAPUA BARAT,2015000.000000,2015
PAPUA,2193000.000000,2015
INDONESIA,1790342.000000,2015
ACEH,2118500.000000,2016
SUMATERA UTARA,1811875.000000,2016
SUMATERA BARAT,1800725.000000,2016
RIAU,2095000.000000,2016
JAMBI,1906650.000000,2016
SUMATERA SELATAN,2206000.000000,2016
BENGKULU,1605000.000000,2016
LAMPUNG,1763000.000000,2016
KEP. BANGKA BELITUNG,2341500.000000,2016
KEP. RIAU,2178710.000000,2016
DKI JAKARTA,3100000.000000,2016
JAWA BARAT,2250000.000000,2016
JAWA TENGAH,910000.000000,2016
DI YOGYAKARTA,988500.000000,2016
JAWA TIMUR,1000000.000000,2016
BANTEN,1784000.000000,2016
BALI,1807600.000000,2016
NUSA TENGGARA BARAT,1482950.000000,2016
NUSA TENGGARA TIMUR,1425000.000000,2016
KALIMANTAN BARAT,1739400.000000,2016
KALIMANTAN TENGAH,2057558.000000,2016
KALIMANTAN SELATAN,2085050.000000,2016
KALIMANTAN TIMUR,2161253.000000,2016
KALIMANTAN UTARA,2175340.000000,2016
SULAWESI UTARA,2400000.000000,2016
SULAWESI TENGAH,1670000.000000,2016
SULAWESI SELATAN,2250000.000000,2016
SULAWESI TENGGARA,1850000.000000,2016
GORONTALO,1875000.000000,2016
SULAWESI BARAT,1864000.000000,2016
MALUKU,1775000.000000,2016
MALUKU UTARA,1681266.000000,2016
PAPUA BARAT,2237000.000000,2016
PAPUA,2435000.000000,2016
INDONESIA,1997819.000000,2016
ACEH,2500000.000000,2017
SUMATERA UTARA,1961354.000000,2017
SUMATERA BARAT,1949284.000000,2017
RIAU,2266722.000000,2017
JAMBI,2063000.000000,2017
SUMATERA SELATAN,2388000.000000,2017
BENGKULU,1730000.000000,2017
LAMPUNG,1908447.000000,2017
KEP. BANGKA BELITUNG,2534673.000000,2017
KEP. RIAU,2358454.000000,2017
DKI JAKARTA,3355750.000000,2017
JAWA BARAT,1420624.000000,2017
JAWA TENGAH,1367000.000000,2017
DI YOGYAKARTA,1337645.000000,2017
JAWA TIMUR,1388000.000000,2017
BANTEN,1931180.000000,2017
BALI,1956727.000000,2017
NUSA TENGGARA BARAT,1631245.000000,2017
NUSA TENGGARA TIMUR,1650000.000000,2017
KALIMANTAN BARAT,1882900.000000,2017
KALIMANTAN TENGAH,2222986.000000,2017
KALIMANTAN SELATAN,2258000.000000,2017
KALIMANTAN TIMUR,339556.000000,2017
KALIMANTAN UTARA,2358800.000000,2017
SULAWESI UTARA,2598000.000000,2017
SULAWESI TENGAH,1807775.000000,2017
SULAWESI SELATAN,2500000.000000,2017
SULAWESI TENGGARA,2002625.000000,2017
GORONTALO,2030000.000000,2017
SULAWESI BARAT,2017780.000000,2017
MALUKU,1925000.000000,2017
MALUKU UTARA,1975000.000000,2017
PAPUA BARAT,2416855.000000,2017
PAPUA,2663646.000000,2017
INDONESIA,2020500.000000,2017
ACEH,2700000.000000,2018
SUMATERA UTARA,2132189.000000,2018
SUMATERA BARAT,2119067.000000,2018
RIAU,2464154.000000,2018
JAMBI,2243719.000000,2018
SUMATERA SELATAN,2595995.000000,2018
BENGKULU,1888741.000000,2018
LAMPUNG,2074673.000000,2018
KEP. BANGKA BELITUNG,2755444.000000,2018
KEP. RIAU,2563875.000000,2018
DKI JAKARTA,3648036.000000,2018
JAWA BARAT,1544361.000000,2018
JAWA TENGAH,1486065.000000,2018
DI YOGYAKARTA,1454154.000000,2018
JAWA TIMUR,1508895.000000,2018
BANTEN,2099385.000000,2018
BALI,2127157.000000,2018
NUSA TENGGARA BARAT,1825000.000000,2018
NUSA TENGGARA TIMUR,1660000.000000,2018
KALIMANTAN BARAT,2046900.000000,2018
KALIMANTAN TENGAH,2421305.000000,2018
KALIMANTAN SELATAN,2454671.000000,2018
KALIMANTAN TIMUR,2543332.000000,2018
KALIMANTAN UTARA,2559903.000000,2018
SULAWESI UTARA,2824286.000000,2018
SULAWESI TENGAH,1965232.000000,2018
